Country|City|Code|Name
VENEZUELA|SAN FERNANDO DE APURE|SFD|SAN FERNANDO DE APURE AIRPORT
PHILIPPINES|SAN FERNANDO|SFE|SAN FERNANDO AIRPORT
UNITED STATES|SPOKANE|SFF|FELTS FIELD
GUADELOUPE|ST. MARTIN|SFG|L'ESPERANCE AIRPORT
MEXICO|SAN FILIPE|SFH|SAN FELIPE INTERNATIONAL AIRPORT
GREENLAND|SONDRESTROM|SFJ|KANGERLUSSUAQ AIRPORT
BRAZIL|SOURE|SFK|SOURE AIRPORT
CAPE VERDE|FOGO ISLAND|SFL|SAO FILIPE AIRPORT
ARGENTINA|SANTA FE|SFN|SAUCE VIEJO AIRPORT
UNITED STATES|SAN FRANCISCO|SFO|SAN FRANCISCO INTERNATIONAL AIRPORT
TURKEY|SANLIURFA|SFQ|SANLIURFA AIRPORT
PHILIPPINES|OLONGAPO CITY|SFS|SUBIC BAY INTERNATIONAL AIRPORT
SWEDEN|SKELLEFTEA|SFT|SKELLEFTEA AIRPORT
UNITED STATES|SMITHFIELD|SFZ|NORTH CENTRAL STATE AIRPORT
RUSSIA|SURGUT|SGC|SURGUT AIRPORT
DENMARK|SOENDERBORG|SGD|SONDERBORG AIRPORT
UNITED STATES|SPRINGFIELD|SGF|SPRINGFIELD BRANSON NATIONAL AIRPORT
UNITED STATES|SPRINGFIELD|SGH|SPRINGFIELD-BECKLEY MUNICIPAL AIRPORT
PAKISTAN|SARGODHA|SGI|MUSHAF AIR BASE
VIETNAM|HO CHI MINH CITY|SGN|TAN SON NHAT INTERNATIONAL AIRPORT
AUSTRALIA|ST GEORGE|SGO|ST GEORGE AIRPORT
INDONESIA|SANGGATA|SGQ|SANGGATA SANGKIMAH AIRPORT
UNITED STATES|SUGAR LAND|SGR|SUGAR LAND REGIONAL AIRPORT
PHILIPPINES|SANGA SANGA|SGS|SANGA SANGA AIRPORT
UNITED STATES|SAINT GEORGE|SGU|ST GEORGE MUNICIPAL AIRPORT
ARGENTINA|SIERRA GRANDE|SGV|SIERRA GRANDE AIRPORT
TANZANIA|SONGEA|SGX|SONGEA AIRPORT
UNITED STATES|SKAGWAY|SGY|SKAGWAY AIRPORT
CHINA|SHANGHAI|SHA|SHANGHAI HONGQIAO INTERNATIONAL AIRPORT
JAPAN|NAKASHIBETSU|SHB|NAKASHIBETSU AIRPORT
UNITED STATES|WEYERS CAVE|SHD|SHENANDOAH VALLEY REGIONAL AIRPORT
CHINA|SHENYANG|SHE|TAOXIAN AIRPORT
UNITED STATES|SHUNGNAK|SHG|SHUNGNAK AIRPORT
UNITED STATES|SHISHMAREF|SHH|SHISHMAREF AIRPORT
JAPAN|SHIMOJISHIMA|SHI|SHIMOJISHIMA AIRPORT
UNITED ARAB EMIRATES|SHARJAH|SHJ|SHARJAH INTERNATIONAL AIRPORT
INDIA|SHILLONG|SHL|SHILLONG AIRPORT
JAPAN|NANKI-SHIRAHAMA|SHM|NANKI SHIRAHAMA AIRPORT
UNITED STATES|SHELTON|SHN|SANDERSON FIELD
SOUTH KOREA|SOKCH'O|SHO|SOKCHO AIRPORT
CHINA|QINHUANGDAO|SHP|SHANHAIGUAN AIRPORT
UNITED STATES|SHERIDAN|SHR|SHERIDAN COUNTY AIRPORT
AUSTRALIA|SHEPPARTON|SHT|SHEPPARTON AIRPORT
UNITED STATES|SHREVEPORT|SHV|SHREVEPORT REGIONAL AIRPORT
SAUDI ARABIA|SHARURAH|SHW|SHARURAH AIRPORT
UNITED STATES|SHAGELUK|SHX|SHAGELUK AIRPORT
TANZANIA|SHINYANGA|SHY|SHINYANGA AIRPORT
CHINA|XI\\'AN|SIA|XI'AN XIGUAN AIRPORT
TURKEY|SINOP|SIC|SINOP AIRPORT
CAPE VERDE|AMILCAR CABRAL|SID|AMILCAR CABRAL INTERNATIONAL AIRPORT
NEPAL|SIMARA|SIF|SIMARA AIRPORT
PUERTO RICO|SAN JUAN|SIG|FERNANDO LUIS RIBAS DOMINICCI AIRPORT
ICELAND|SIGLUFJORDUR|SIJ|SIGLUFJORÐUR AIRPORT
UNITED STATES|SIKESTON|SIK|SIKESTON MEMORIAL MUNICIPAL AIRPORT
SINGAPORE|SINGAPORE|SIN|SINGAPORE CHANGI AIRPORT
AUSTRALIA|Smithton|SIO|SMITHTON AIRPORT
UKRAINE|SIMFEROPOL|SIP|SIMFEROPOL INTERNATIONAL AIRPORT
INDONESIA|SINGKEP|SIQ|DABO AIRPORT
SWITZERLAND|SION|SIR|SION AIRPORT
SOUTH AFRICA|SISHEN|SIS|SISHEN AIRPORT
UNITED STATES|SITKA|SIT|SITKA ROCKY GUTIERREZ AIRPORT
NICARAGUA|SIUNA|SIU|SIUNA
UNITED STATES|SAN JOSE|SJC|NORMAN Y. MINETA SAN JOSE INTERNATIONAL AIRPORT
MEXICO|SAN JOSE DEL CABO|SJD|LOS CABOS INTERNATIONAL AIRPORT
COLOMBIA|SAN JOSE DEL GUAVIARE|SJE|JORGE E. GONZALEZ TORRES AIRPORT
PHILIPPINES|SAN JOSE|SJI|SAN JOSE AIRPORT
BOSNIA AND HERZEGOVINA|SARAJEVO|SJJ|SARAJEVO INTERNATIONAL AIRPORT
BRAZIL|SAO JOSE DOS CAMPOS|SJK|PROFESSOR URBANO ERNESTO STUMPF AIRPORT
BRAZIL|SAO GABRIEL|SJL|SAO GABRIEL DA CACHOEIRA AIRPORT
COSTA RICA|SAN JOSE|SJO|JUAN SANTAMARIA INTERNATIONAL AIRPORT
BRAZIL|SAO JOSE DO RIO PRETO|SJP|PROF. ERIBELTO MANOEL REINO STATE AIRPORT
UNITED STATES|SAN ANGELO|SJT|SAN ANGELO REGIONAL MATHIS FIELD
PUERTO RICO|SAN JUAN|SJU|LUIS MUNOZ MARIN INTERNATIONAL AIRPORT
CHINA|SHIJIAZHUANG|SJW|SHIJIAZHUANG DAGUOCUN INTERNATIONAL AIRPORT
FINLAND|SEINAJOKI ILMAJOKI|SJY|SEINAJOKI AIRPORT
PORTUGAL|SAO JORGE ISLAND|SJZ|SAO JORGE AIRPORT
UNITED STATES|SPOKANE|SKA|FAIRCHILD AIR FORCE BASE
SAINT KITTS AND NEVIS|BASSE TERRE|SKB|ROBERT L. BRADSHAW INTERNATIONAL AIRPORT
UZBEKISTAN|SAMARKAND|SKD|SAMARKAND AIRPORT
NORWAY|SKIEN|SKE|SKIEN AIRPORT
UNITED STATES|SAN ANTONIO|SKF|LACKLAND AIR FORCE BASE
GREECE|THESSALONIKI|SKG|THESSALONIKI MACEDONIA INTERNATIONAL AIRPORT
NEPAL|SURKHET|SKH|SURKHET AIRPORT
UNITED STATES|SHAKTOOLIK|SKK|SHAKTOOLIK AIRPORT
NORWAY|STOKMARKNES|SKN|STOKMARKNES SKAGEN AIRPORT
NIGERIA|SOKOTO|SKO|SADIQ ABUBAKAR III INTERNATIONAL AIRPORT
MACEDONIA|SKOPJE|SKP|SKOPJE ALEXANDER THE GREAT AIRPORT
DENMARK|SKRYDSTRUP|SKS|SKRYDSTRUP AIR BASE
PAKISTAN|SIALKOT|SKT|SIALKOT AIRPORT
GREECE|SKIROS|SKU|SKIROS AIRPORT
EGYPT|ST. CATHERINE|SKV|ST CATHERINE INTERNATIONAL AIRPORT
RUSSIA|SARANSK|SKX|SARANSK AIRPORT
UNITED STATES|SANDUSKY|SKY|GRIFFING SANDUSKY AIRPORT
PAKISTAN|SUKKUR|SKZ|SUKKUR AIRPORT
ARGENTINA|SALTA|SLA|MARTIN MIGUEL DE GUEMES INTERNATIONAL AIRPORT
UNITED STATES|SALT LAKE CITY|SLC|SALT LAKE CITY INTERNATIONAL AIRPORT
SLOVAKIA|SLIAC|SLD|SLIAC AIRPORT
UNITED STATES|SALEM|SLE|SALEM MUNICIPAL AIRPORT MCNARY FIELD
SAUDI ARABIA|SULAYEL|SLF|SULAYEL AIRPORT
VANUATU|SOLA|SLH|SOLA AIRPORT
ZAMBIA|SOLWESI|SLI|LOS ALAMITOS ARMY AIR FIELD
UNITED STATES|SARANAC LAKE|SLK|ADIRONDACK REGIONAL AIRPORT
OMAN|SALALAH|SLL|SALALAH AIRPORT
SPAIN|SALAMANCA|SLM|SALAMANCA AIRPORT
UNITED STATES|SALINA|SLN|SALINA MUNICIPAL AIRPORT
MEXICO|SAN LUIS POTOSI|SLP|PONCIANO ARRIAGA INTERNATIONAL AIRPORT
UNITED STATES|SLEETMUTE|SLQ|SLEETMUTE AIRPORT
SAINT LUCIA|CASTRIES|SLU|GEORGE F. L. CHARLES AIRPORT
INDIA|SHIMLA|SLV|SHIMLA AIRPORT
MEXICO|SALTILLO|SLW|PLAN DE GUADALUPE INTERNATIONAL AIRPORT
TURKS AND CAICOS ISLANDS|SALT CAY|SLX|SALT CAY AIRPORT
RUSSIA|SALEKHARD|SLY|SALEKHARD AIRPORT
BRAZIL|SAO LUIS|SLZ|MARECHAL CUNHA MACHADO INTERNATIONAL AIRPORT
PORTUGAL|SANTA MARIA (ISLAND)|SMA|SANTA MARIA AIRPORT
UNITED STATES|FORT WAYNE IN|SMD|SMITH FIELD
UNITED STATES|SOMERSET|SME|LAKE CUMBERLAND REGIONAL AIRPORT
UNITED STATES|SACRAMENTO|SMF|SACRAMENTO INTERNATIONAL AIRPORT
GREECE|SAMOS|SMI|SAMOS AIRPORT
UNITED STATES|ST. MICHAEL|SMK|ST MICHAEL AIRPORT
BAHAMAS|STELLA MARIS|SML|STELLA MARIS AIRPORT
UNITED STATES|SALMON|SMN|LEMHI COUNTY AIRPORT
UNITED STATES|SANTA MONICA|SMO|SANTA MONICA MUNICIPAL AIRPORT
INDONESIA|SAMPIT-BORNEO ISLAND|SMQ|SAMPIT(HASAN) AIRPORT
COLOMBIA|SANTA MARTA|SMR|SIMON BOLIVAR INTERNATIONAL AIRPORT
MADAGASCAR|SAINTE MARIE|SMS|SAINTE MARIE AIRPORT
SWITZERLAND|SAMEDAN|SMV|SAMEDAN AIRPORT
WESTERN SAHARA|SMARA|SMW|SMARA AIRPORT
UNITED STATES|SANTA MARIA|SMX|SANTA MARIA PUB CAPT G ALLAN HANCOCK FIELD
SURINAME|STOELMANS EILAND|SMZ|STOELMANSEILAND AIRPORT
UNITED STATES|SANTA ANA|SNA|JOHN WAYNE AIRPORT-ORANGE COUNTY AIRPORT
AUSTRALIA|Snake Bay|SNB|SNAKE BAY AIRPORT
ECUADOR|SALINAS|SNC|GENERAL ULPIANO PAEZ AIRPORT
CAPE VERDE|SAO NOCOLAU ISLAND|SNE|PREGUICA AIRPORT
CUBA|PINAR DEL RIO|SNJ|SAN JULIAN AIR BASE
IRELAND|SHANNON|SNN|SHANNON AIRPORT
THAILAND|SAKON NAKHON|SNO|SAKON NAKHON AIRPORT
UNITED STATES|ST. PAUL ISLAND|SNP|ST PAUL ISLAND AIRPORT
FRANCE|ST.-NAZAIRE|SNR|SAINT-NAZAIRE-MONTOIR AIRPORT
UNITED STATES|SALINAS|SNS|SALINAS MUNICIPAL AIRPORT
CUBA|SANTA CLARA|SNU|ABEL SANTAMARIA AIRPORT
VENEZUELA|SANTA ANA DE UAIREN|SNV|SANTA ELENA DE UAIREN AIRPORT
BURMA|THANDWE|SNW|THANDWE AIRPORT
UNITED STATES|SIDNEY|SNY|SIDNEY MUNICIPAL-LLOYD W CARR FIELD
UNITED STATES|SONORA|SOA|SONORA MUNICIPAL AIRPORT
HUNGARY|SARMELLEK|SOB|SARMELLEK INTERNATIONAL AIRPORT
INDONESIA|SOLO CITY|SOC|ADI SUMARMO WIRYOKUSUMO AIRPORT
BRAZIL|SOROCABA|SOD|SOROCABA AIRPORT
BULGARIA|SOFIA|SOF|SOFIA AIRPORT
NORWAY|SOGNDAL|SOG|SOGNDAL AIRPORT
NORWAY|SORKJOSEN|SOJ|SORKJOSEN AIRPORT
VENEZUELA|SAN TOME|SOM|SAN TOME AIRPORT
VANUATU|SANTO|SON|SANTO PEKOA INTERNATIONAL AIRPORT
SWEDEN|SODERHAMN|SOO|SODERHAMN AIRPORT
UNITED STATES|PINEHURST-SOUTHERN PINES|SOP|MOORE COUNTY AIRPORT
INDONESIA|SORONG|SOQ|DOMINIQUE EDWARD OSOK AIRPORT
FINLAND|SODANKYLA|SOT|SODANKYLA AIRPORT
UNITED KINGDOM|SOUTHAMPTON|SOU|SOUTHAMPTON AIRPORT
UNITED STATES|SHOW LOW|SOW|SHOW LOW REGIONAL AIRPORT
UNITED KINGDOM|STRONSAY|SOY|STRONSAY AIRPORT
FRANCE|SOLENZARA|SOZ|SOLENZARA (BA 126) AIR BASE
VIRGIN ISLANDS|CHARLOTTE AMALIE|SPB|CHARLOTTE AMALIE HARBOR SEAPLANE BASE
SPAIN|SANTA CRUZ DE LA PALMA|SPC|LA PALMA AIRPORT
BANGLADESH|SAIDPUR|SPD|SAIDPUR AIRPORT
UNITED STATES|SPEARFISH-SOUTH DAKOTA|SPF|BLACK HILLS AIRPORT-CLYDE ICE FIELD
UNITED STATES|ST. PETERSBURG|SPG|ALBERT WHITTED AIRPORT
UNITED STATES|SPRINGFIELD|SPI|ABRAHAM LINCOLN CAPITAL AIRPORT
GERMANY|SPANGDAHLEM|SPM|SPANGDAHLEM AIR BASE
NORTHERN MARIANA ISLANDS|SAIPAN|SPN|SAIPAN INTERNATIONAL AIRPORT
ANGOLA|MENONGUE|SPP|MENONGUE AIRPORT
UNITED STATES|WICHITA FALLS|SPS|SHEPPARD AIR FORCE BASE-WICHITA FALLS MUNICIPAL AIRPORT
CROATIA|SPLIT|SPU|SPLIT AIRPORT
UNITED STATES|SPENCER|SPW|SPENCER MUNICIPAL AIRPORT
COTE D'IVOIRE|SAN PEDRO|SPY|SAN PEDRO AIRPORT
UNITED STATES|SILVER SPRINGS|SPZ|SILVER SPRINGS AIRPORT
INDONESIA|SINTANG-BORNEO ISLAND|SQG|SINTANG(SUSILO) AIRPORT
VIETNAM|SON-LA|SQH|NA-SAN AIRPORT
UNITED STATES|SAN CARLOS|SQL|SAN CARLOS AIRPORT
SWEDEN|MOHED|SQO|STORUMAN AIRPORT
LITHUANIA|SIAULIAI|SQQ|SIAULIAI INTERNATIONAL AIRPORT
BRAZIL|SAO MIGUEL DO OESTE|SQX|SAO MIGUEL DO OESTE AIRPORT
BRAZIL|SANTA ROSA|SRA|SANTA ROSA AIRPORT
BOLIVIA|SUCRE|SRE|JUANA AZURDUY DE PADILLA AIRPORT
INDONESIA|SEMARANG|SRG|ACHMAD YANI AIRPORT
CHAD|SARH|SRH|SARH AIRPORT
INDONESIA|SAMARINDA|SRI|TEMINDUNG AIRPORT
BOLIVIA|SAN BORJA|SRJ|CAPITAN AV. GERMAN QUIROGA G. AIRPORT
AUSTRALIA|STRAHAN|SRN|STRAHAN AIRPORT
NORWAY|STORD|SRP|STORD AIRPORT
UNITED STATES|SARASOTA|SRQ|SARASOTA BRADENTON INTERNATIONAL AIRPORT
UNITED STATES|RUIDOSO|SRR|SIERRA BLANCA REGIONAL AIRPORT
UGANDA|SOROTI|SRT|SOROTI AIRPORT
LIBYA|SIRT|SRX|GARDABYA AIRPORT
IRAN|DASHT-E-NAZ|SRY|DASHT-E NAZ AIRPORT
BOLIVIA|SANTA CRUZ|SRZ|EL TROMPILLO AIRPORT
BRAZIL|SALVADOR|SSA|DEPUTADO LUIZ EDUARDO MAGALHAES INTERNATIONAL AIRPORT
UNITED STATES|SUMTER|SSC|SHAW AIR FORCE BASE
INDIA|SHOLAPUR|SSE|SOLAPUR AIRPORT
UNITED STATES|STINSON|SSF|STINSON MUNICIPAL AIRPORT
EQUATORIAL GUINEA|MALABO|SSG|MALABO AIRPORT
EGYPT|SHARM EL SHEIKH|SSH|SHARM EL SHEIKH INTERNATIONAL AIRPORT
UNITED STATES|BRUNSWICK|SSI|MALCOLM MCKINNON AIRPORT
NORWAY|SANDNESSJOEN|SSJ|SANDNESSJOEN AIRPORT (STOKKA)
SOUTH KOREA|SEOUL EAST|SSN|SEOUL AIR BASE
VANUATU|PENTECOST ISLAND|SSR|SARA AIRPORT
ARGENTINA|SANTA TERESITA|SST|SANTA TERESITA AIRPORT
INDONESIA|SINABANG|SSV|LASIKIN AIRPORT
ANGOLA|M'BANZA-CONGO|SSY|MBANZA CONGO AIRPORT
BRAZIL|SANTOS|SSZ|BASE AEREA DE SANTOS AIRPORT
DENMARK|STAUNING|STA|STAUNING AIRPORT
VENEZUELA|SANTA BARBARA|STB|SANTA BARBARA DEL ZULIA AIRPORT
UNITED STATES|SAINT CLOUD|STC|ST CLOUD REGIONAL AIRPORT
VENEZUELA|SANTO DOMINGO|STD|MAYOR BUENAVENTURA VIVAS INTERNATIONAL AIRPORT
UNITED STATES|STEVENS POINT|STE|STEVENS POINT MUNICIPAL AIRPORT
UNITED STATES|POINT BARROW|STG|ST GEORGE AIRPORT
DOMINICAN REPUBLIC|SANTIAGO|STI|CIBAO INTERNATIONAL AIRPORT
UNITED STATES|ROSECRANS|STJ|ROSECRANS MEMORIAL AIRPORT
UNITED STATES|STERLING|STK|STERLING MUNICIPAL AIRPORT
UNITED STATES|ST. LOUIS|STL|LAMBERT ST LOUIS INTERNATIONAL AIRPORT
BRAZIL|SANTAREM|STM|MAESTRO WILSON FONSECA AIRPORT
UNITED KINGDOM|LONDON|STN|LONDON STANSTED AIRPORT
UNITED STATES|ST. PAUL|STP|ST PAUL DOWNTOWN HOLMAN FIELD
GERMANY|STUTTGART|STR|STUTTGART AIRPORT
UNITED STATES|SANTA ROSA|STS|CHARLES M. SCHULZ SONOMA COUNTY AIRPORT
VIRGIN ISLANDS|ST. THOMAS|STT|CYRIL E. KING AIRPORT
BRAZIL|RIO DE JANEIRO|STU|SANTA CRUZ AIRPORT
INDIA|SURAT|STV|SURAT AIRPORT
RUSSIA|STAVROPOL|STW|STAVROPOL SHPAKOVSKOYE AIRPORT
VIRGIN ISLANDS|ST. CROIX ISLAND|STX|HENRY E ROHLSEN AIRPORT
URUGUAY|SALTO|STY|NUEVA HESPERIDES INTERNATIONAL AIRPORT
BRAZIL|SANTA TEREZINHA|STZ|SANTA TEREZINHA AIRPORT
UNITED STATES|STUART|SUA|WITHAM FIELD
INDONESIA|SURABAYA|SUB|JUANDA INTERNATIONAL AIRPORT
ITALY|LAMEZIA|SUF|LAMEZIA TERME AIRPORT
PHILIPPINES|SANGLEY POINT|SUG|SURIGAO AIRPORT
GEORGIA|SUKHUMI|SUI|SUKHUMI DRANDA AIRPORT
ROMANIA|SATU MARE|SUJ|SATU MARE AIRPORT
PAKISTAN|SUI|SUL|SUI AIRPORT
UNITED STATES|HAILEY|SUN|FRIEDMAN MEMORIAL AIRPORT
CANADA|SUMMER BEAVER|SUR|SUMMER BEAVER AIRPORT
UNITED STATES|ST. LOUIS|SUS|SPIRIT OF ST LOUIS AIRPORT
UNITED STATES|OAK ISLAND|SUT|BRUNSWICK COUNTY AIRPORT
UNITED STATES|FAIRFIELD|SUU|TRAVIS AIR FORCE BASE
FIJI|NAUSORI|SUV|NAUSORI INTERNATIONAL AIRPORT
UNITED STATES|SIOUX CITY|SUX|SIOUX GATEWAY COL. BUD DAY FIELD
RUSSIA|SUNTAR|SUY|SUNTAR AIRPORT
UNITED STATES|BENTON|SUZ|SALINE COUNTY REGIONAL AIRPORT
UNITED STATES|SAVOONGA|SVA|SAVOONGA AIRPORT
MADAGASCAR|SAMBAVA|SVB|SAMBAVA AIRPORT
SAINT VINCENT AND THE GRENADINES|KINGSTOWN|SVD|E. T. JOSHUA AIRPORT
NORWAY|STAVANGER|SVG|STAVANGER AIRPORT SOLA
UNITED STATES|STATESVILLE|SVH|STATESVILLE REGIONAL AIRPORT
COLOMBIA|SAN VINCENTE DE CAGUAN|SVI|EDUARDO FALLA SOLANO AIRPORT
NORWAY|SVOLVAER|SVJ|SVOLVAER HELLE AIRPORT
FINLAND|SAVONLINNA|SVL|SAVONLINNA AIRPORT
UNITED STATES|HUNTER AAF|SVN|HUNTER ARMY AIR FIELD
RUSSIA|MOSCOW|SVO|SHEREMETYEVO INTERNATIONAL AIRPORT
ANGOLA|KUITO|SVP|KUITO AIRPORT
SPAIN|SEVILLA|SVQ|SEVILLA AIRPORT
FIJI|SAVUSAVU|SVU|SAVUSAVU AIRPORT
UNITED STATES|SPARREVOHN|SVW|SPARREVOHN LRRS AIRPORT
RUSSIA|YEKATERINBURG|SVX|KOLTSOVO AIRPORT
VENEZUELA|SAN ANTONIO|SVZ|SAN ANTONIO DEL TACHIRA AIRPORT
CHINA|SHANTOU|SWA|JIEYANG CHAOSHAN INTERNATIONAL AIRPORT
AUSTRALIA|Stawell|SWC|STAWELL AIRPORT
UNITED STATES|SEWARD|SWD|SEWARD AIRPORT
UNITED STATES|NEWBURGH|SWF|STEWART INTERNATIONAL AIRPORT
AUSTRALIA|SWAN HILL|SWH|SWAN HILL AIRPORT
VANUATU|MALEKULA ISLAND|SWJ|SOUTHWEST BAY AIRPORT
NAMIBIA|SWAKOPMUND|SWP|SWAKOPMUND AIRPORT
INDONESIA|SUMBAWA ISLAND|SWQ|SUMBAWA BESAR AIRPORT
UNITED KINGDOM|SWANSEA|SWS|SWANSEA AIRPORT
RUSSIA|STREZHEVOY|SWT|STREZHEVOY AIRPORT
SOUTH KOREA|SUWON|SWU|SUWON AIRPORT
BOTSWANA|SHAKAWE|SWX|SHAKAWE AIRPORT
FRANCE|STRASBOURG|SXB|STRASBOURG AIRPORT
AUSTRALIA|SALE|SXE|WEST SALE AIRPORT
GERMANY|BERLIN|SXF|BERLIN-SCHONEFELD INTERNATIONAL AIRPORT
CHINA|SHANSHAN|SXJ|SHANSHAN AIRPORT
INDONESIA|SAUMLAKI|SXK|SAUMLAKI OLILIT AIRPORT
IRELAND|SLIGO|SXL|SLIGO AIRPORT
NETHERLANDS ANTILLES|PHILIPSBURG|SXM|PRINCESS JULIANA INTERNATIONAL AIRPORT
BOTSWANA|SOWA|SXN|SUA PAN AIRPORT
BRAZIL|SAO FELIX DO ARAGUAIA|SXO|SAO FELIX DO ARAGUAIA AIRPORT
UNITED STATES|SOLDOTNA|SXQ|SOLDOTNA AIRPORT
INDIA|SRINAGAR|SXR|SHEIKH UL ALAM AIRPORT
BRAZIL|SAO FELIX DO XINGU|SXX|SAO FELIX DO XINGU AIRPORT
AUSTRALIA|SYDNEY|SYD|SYDNEY KINGSFORD SMITH INTERNATIONAL AIRPORT
NEPAL|SYANGBOCHE|SYH|SYANGBOCHE AIRPORT
CHINA|SIMAO|SYM|PU'ER SIMAO AIRPORT
JAPAN|SHONAI|SYO|SHONAI AIRPORT
COSTA RICA|SAN JOSE|SYQ|TOBIAS BOLANOS INTERNATIONAL AIRPORT
UNITED STATES|SYRACUSE|SYR|SYRACUSE HANCOCK INTERNATIONAL AIRPORT
AUSTRALIA|SUE ISLET|SYU|WARRABER ISLAND AIRPORT
PAKISTAN|SEHWAN SHARIF|SYW|SEHWAN SHARIF AIRPORT
CHINA|SANYA|SYX|SANYA PHOENIX INTERNATIONAL AIRPORT
UNITED KINGDOM|STORNOWAY|SYY|STORNOWAY AIRPORT
IRAN|SHIRAZ|SYZ|SHIRAZ SHAHID DASTGHAIB INTERNATIONAL AIRPORT
ANGOLA|SOYO|SZA|SOYO AIRPORT
MALAYSIA|KUALA LUMPUR|SZB|SULTAN ABDUL AZIZ SHAH INTERNATIONAL AIRPORT
TURKEY|SAMSUN|SZF|SAMSUN CARSAMBA AIRPORT
AUSTRIA|SALZBURG|SZG|SALZBURG AIRPORT
SOUTH AFRICA|SKUKUZA|SZK|SKUKUZA AIRPORT
UNITED STATES|KNOBNOSTER|SZL|WHITEMAN AIR FORCE BASE
NEW ZEALAND|STEWART ISLAND|SZS|RYANS CREEK AERODROME
MEXICO|SAN CRISTOBAL DE LAS CASAS|SZT|SAN CRISTOBAL DE LAS CASAS AIRPORT
CHINA|SUZHOU|SZV|SUZHOU GUANGFU AIRPORT
GERMANY|PARCHIM|SZW|SCHWERIN PARCHIM AIRPORT
CHINA|SHENZHEN|SZX|SHENZHEN BAO'AN INTERNATIONAL AIRPORT
POLAND|SZCZYTNO-SZYMANY|SZY|SZCZYTNO-SZYMANY INTERNATIONAL AIRPORT
POLAND|SZCZECIN|SZZ|SZCZECIN-GOLENIOW SOLIDARNOSC AIRPORT
TRINIDAD AND TOBAGO|SCARBOROUGH|TAB|TOBAGO-CROWN POINT AIRPORT
PHILIPPINES|TACLOBAN|TAC|DANIEL Z. ROMUALDEZ AIRPORT
SOUTH KOREA|TAEGU|TAE|DAEGU AIRPORT
ALGERIA|ORAN|TAF|TAFARAOUI AIRPORT
PHILIPPINES|TAGBILARAN|TAG|TAGBILARAN AIRPORT
VANUATU|TANNA|TAH|TANNA AIRPORT
YEMEN|TAIZ|TAI|TA'IZZ INTERNATIONAL AIRPORT
JAPAN|TAKAMATSU|TAK|TAKAMATSU AIRPORT
MEXICO|TAMPICO|TAM|GENERAL FRANCISCO JAVIER MINA INTERNATIONAL AIRPORT
UNITED STATES|TAUNTON|TAN|TAUNTON MUNICIPAL KING FIELD
CHINA|QINGDAO|TAO|LIUTING AIRPORT
MEXICO|TAPACHULA|TAP|TAPACHULA INTERNATIONAL AIRPORT
ITALY|GROTTAGLIE|TAR|TARANTO-GROTTAGLIE MARCELLO ARLOTTA AIRPORT
UZBEKISTAN|TASHKENT|TAS|TASHKENT INTERNATIONAL AIRPORT
SLOVAKIA|POPRAD|TAT|POPRAD-TATRY AIRPORT
ESTONIA|TARTU|TAY|TARTU AIRPORT
TURKMENISTAN|DASOGUZ|TAZ|DASOGUZ AIRPORT
VIETNAM|TUY HOA|TBB|DONG TAC AIRPORT
KIRIBATI|TABITEUEA NORTH|TBF|TABITEUEA NORTH AIRPORT
PAPUA NEW GUINEA|TABUBIL|TBG|TABUBIL AIRPORT
PHILIPPINES|ROMBLON|TBH|TUGDAN AIRPORT
TUNISIA|TABARKA|TBJ|TABARKA 7 NOVEMBRE AIRPORT
UNITED STATES|FORT LEONARDWOOD|TBN|WAYNESVILLE-ST. ROBERT REGIONAL FORNEY FIELD
TANZANIA|TABORA|TBO|TABORA AIRPORT
PERU|TUMBES|TBP|CAPITAN FAP PEDRO CANGA RODRIGUEZ AIRPORT
GEORGIA|TBILISI|TBS|TBILISI INTERNATIONAL AIRPORT
BRAZIL|TABATINGA|TBT|TABATINGA AIRPORT
TONGA|TONGATAPU|TBU|FUA'AMOTU INTERNATIONAL AIRPORT
RUSSIA|TAMBOW|TBW|DONSKOYE AIRPORT
IRAN|TABRIZ|TBZ|TABRIZ INTERNATIONAL AIRPORT
AUSTRALIA|TENNANT CREEK|TCA|TENNANT CREEK AIRPORT
BAHAMAS|TREASURE CAY|TCB|TREASURE CAY AIRPORT
UNITED STATES|TUCUMCARI|TCC|TUCUMCARI MUNICIPAL AIRPORT
ROMANIA|TULCEA|TCE|TULCEA AIRPORT
CHINA|TACHENG|TCG|TACHENG AIRPORT
GABON|TCHIBANGA|TCH|TCHIBANGA AIRPORT
UNITED STATES|TUSCALOOSA AL|TCL|TUSCALOOSA REGIONAL AIRPORT
UNITED STATES|TACOMA|TCM|MCCHORD AIR FORCE BASE
MEXICO|TEHUACAN|TCN|TEHUACAN AIRPORT
COLOMBIA|TUMACO|TCO|LA FLORIDA AIRPORT
EGYPT|TABA|TCP|TABA INTERNATIONAL AIRPORT
PERU|TACNA|TCQ|CORONEL FAP CARLOS CIRIANI SANTA ROSA INTERNATIONAL AIRPORT
UNITED STATES|TRUTH OR CONSEQUENCES|TCS|TRUTH OR CONSEQUENCES MUNICIPAL AIRPORT
CHINA|TENGCHONG|TCZ|TENGCHONG TUOFENG AIRPORT
BOLIVIA|TRINIDAD|TDD|TENIENTE AV. JORGE HENRICH ARAUZ AIRPORT
UNITED STATES|ROXBORO|TDF|PERSON COUNTY AIRPORT
